"schoolname","State","District","No.students","percAmericanIndian","percAsian","percHawaiian","percBlack","percHispanic","percWhite","More","Lep","percIdea","perc504","Zip","Montessori","SCHID","ps","kinder","first","second","third","fourth","fifth","sixth","seventh","eighth","nineth","tenth","eleventh","twelfth","magnet","charter","SCHOOL_NAME","title","FRLperc","distance","weights","subclass","Lea.State","ID","Year","Category","Sex","no.AmericanIndianAbs","no.AsianAbs","no.HawaiianPIAbs","no.HispanicAbs","no.BlackAbs","no.WhiteAbs","no.Two.or.more.racesAbs","TotalAbs","no.IdeaAbs","no.504Abs","no.LEPAbs"
"hopecharter","FL","orange",443,0.7,2.9,0.7,10.4,14.2,68.8,2.3,0.2,7,7,34761,0,3738,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"HOPE CHARTER",1,2.3,1.81828667504014,1,21,"FL",120144003738,2017,"Students absent 15 or more school dates during school year","M","-","-","-","1","1.00","14","1.00",17,"2","3.00","-"
"hopecharter","FL","orange",443,0.7,2.9,0.7,10.4,14.2,68.8,2.3,0.2,7,7,34761,0,3738,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"HOPE CHARTER",1,2.3,1.81828667504014,1,21,"FL",120144003738,2017,"Students absent 15 or more school dates during school year","F","-","-","2.00","1","-","8","-",11,"1","2.00","-"
"horizonmontessoriiii","TX","horizonmontessoripublicschools",341,0,1.5,0,0.3,91,6,0.3,21.7,2.6,0.9,78550,1,12111,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"HORIZON MONTESSORI III",1,71.3,0.316917093230863,1,38,"TX",4.80007e+11,2017,"Students absent 15 or more school dates during school year","F","-","-","-","10","-","-","-",10,"1","-","1"
"horizonmontessoriiii","TX","horizonmontessoripublicschools",341,0,1.5,0,0.3,91,6,0.3,21.7,2.6,0.9,78550,1,12111,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"HORIZON MONTESSORI III",1,71.3,0.316917093230863,1,38,"TX",4.80007e+11,2017,"Students absent 15 or more school dates during school year","M","-","-","-","7","-","1","1",9,"1","-","2"
"hughroeo'donnell","MA","boston",265,0,1.9,0,2,90,5.3,1.1,74,9.8,0,2128,0,249,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Hugh Roe O'Donnell",1,64,-2.71366553123062,1,93,"MA",250279000249,2017,"Students absent 15 or more school dates during school year","M","-","0","-","11","1","3","0",15,"1","1","11"
"hughroeo'donnell","MA","boston",265,0,1.9,0,2,90,5.3,1.1,74,9.8,0,2128,0,249,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Hugh Roe O'Donnell",1,64,-2.71366553123062,1,93,"MA",250279000249,2017,"Students absent 15 or more school dates during school year","F","-","0","-","18","0","1","0",19,"2","2","11"
"hydeparkschool","OH","cincinnaticity",531,0,6.4,0,18.3,2.8,65.9,6,3.4,10.5,4.3,45208,0,5713,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,"Hyde Park School",1,17.4,-0.769205824850374,1,71,"OH",390437505713,2017,"Students absent 15 or more school dates during school year","M","-","9.00","1.00","6.00","31","44","3.00",94,"17","5.00","9.00"
"hydeparkschool","OH","cincinnaticity",531,0,6.4,0,18.3,2.8,65.9,6,3.4,10.5,4.3,45208,0,5713,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,"Hyde Park School",1,17.4,-0.769205824850374,1,71,"OH",390437505713,2017,"Students absent 15 or more school dates during school year","F","-","3.00","-","4.00","28","40","6.00",81,"7","4.00","2.00"
"ileadchartersch","WI","maustonschooldistrict",45,4.4,0,0,0,8.9,86.7,0,0,4.4,4,53948,0,2863,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,"iLEAD Charter Sch",1,37.8,-0.444196413394949,1,116,"WI",550885002863,2017,"Students absent 15 or more school dates during school year","F","-","-","-","1.00","-","6","-",7,"-","-","-"
"ileadchartersch","WI","maustonschooldistrict",45,4.4,0,0,0,8.9,86.7,0,0,4.4,4,53948,0,2863,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,"iLEAD Charter Sch",1,37.8,-0.444196413394949,1,116,"WI",550885002863,2017,"Students absent 15 or more school dates during school year","M","1.00","-","-","-","-","2","-",3,"-","-","-"
"innovationmontessoriocoee","FL","orange",405,0.2,3,0.5,12.3,24,56.3,3.7,1.5,5,5,34761,1,7955,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"INNOVATION MONTESSORI OCOEE",1,4.4,1.45009170651144,1,40,"FL",1.20144e+11,2017,"Students absent 15 or more school dates during school year","F","-","-","-","4","6","12","-",22,"2","-","-"
"innovationmontessoriocoee","FL","orange",405,0.2,3,0.5,12.3,24,56.3,3.7,1.5,5,5,34761,1,7955,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"INNOVATION MONTESSORI OCOEE",1,4.4,1.45009170651144,1,40,"FL",1.20144e+11,2017,"Students absent 15 or more school dates during school year","M","-","2","-","7","2","18","1",30,"3","4","1"
"internationalschoolofbroward","FL","broward",137,0,0,0,43.8,28.5,26,1.5,33.6,3.6,3,33024,0,7300,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,"INTERNATIONAL SCHOOL OF BROWARD",1,8.8,-0.567387192997499,1,25,"FL",120018007300,2017,"Students absent 15 or more school dates during school year","M","1.00","-","-","4","3.00","1","1.00",10,"2.00","1.00","-"
"internationalschoolofbroward","FL","broward",137,0,0,0,43.8,28.5,26,1.5,33.6,3.6,3,33024,0,7300,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,"INTERNATIONAL SCHOOL OF BROWARD",1,8.8,-0.567387192997499,1,25,"FL",120018007300,2017,"Students absent 15 or more school dates during school year","F","-","-","-","2","1.00","1","-",4,"1.00","-","-"
"inwoodelementaryschool","FL","polk",374,0,0.5,1,46.5,23.3,25.1,2.7,21,11,4.5,33880,0,1732,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"INWOOD ELEMENTARY SCHOOL",1,71.9,-1.40016235816695,1,20,"FL",120159001732,2017,"Students absent 15 or more school dates during school year","M","1","-","-","13","25","27","2.00",68,"16","7","8"
"inwoodelementaryschool","FL","polk",374,0,0.5,1,46.5,23.3,25.1,2.7,21,11,4.5,33880,0,1732,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"INWOOD ELEMENTARY SCHOOL",1,71.9,-1.40016235816695,1,20,"FL",120159001732,2017,"Students absent 15 or more school dates during school year","F","1","1.00","1.00","13","21","21","-",58,"5","4","4"
"islandvillagemontessorischool","FL","sarasota",667,0.1,1.2,0,1,15.4,76,6.1,3,10.5,6.3,34292,1,3799,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,"ISLAND VILLAGE MONTESSORI SCHOOL",1,45.1,0.0886537683625717,1,41,"FL",1.20168e+11,2017,"Students absent 15 or more school dates during school year","M","-","-","-","6","2","28","2",38,"8","5","2"
"islandvillagemontessorischool","FL","sarasota",667,0.1,1.2,0,1,15.4,76,6.1,3,10.5,6.3,34292,1,3799,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,"ISLAND VILLAGE MONTESSORI SCHOOL",1,45.1,0.0886537683625717,1,41,"FL",1.20168e+11,2017,"Students absent 15 or more school dates during school year","F","-","-","-","8","-","26","-",34,"3","3","-"
"jacksoncharterschool","IL","rockfordsd205",371,0.8,0,0.5,70.4,11.1,10.8,6.5,4,18.1,2.7,61107,0,6154,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Jackson Charter School",1,28.6,0.45305029114762,1,106,"IL",173451006154,2017,"Students absent 15 or more school dates during school year","F","-","-","-","4","51","6","7",68,"9","-","2"
"jacksoncharterschool","IL","rockfordsd205",371,0.8,0,0.5,70.4,11.1,10.8,6.5,4,18.1,2.7,61107,0,6154,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Jackson Charter School",1,28.6,0.45305029114762,1,106,"IL",173451006154,2017,"Students absent 15 or more school dates during school year","M","-","1.00","-","10","56","10","8",85,"17","-","3"
"jamesn.gamblemontessorihighschool","OH","cincinnaticity",505,1,1,0,69.1,2.6,20,6.7,4.4,35,5,45211,1,5375,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,"James N. Gamble Montessori High School",1,80.7,-5.39705959056825,1,42,"OH",3.90438e+11,2017,"Students absent 15 or more school dates during school year","M","-","-","-","1","24","10","3",38,"18","1","2"
"jamesn.gamblemontessorihighschool","OH","cincinnaticity",505,1,1,0,69.1,2.6,20,6.7,4.4,35,5,45211,1,5375,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,"James N. Gamble Montessori High School",1,80.7,-5.39705959056825,1,42,"OH",3.90438e+11,2017,"Students absent 15 or more school dates during school year","F","-","-","-","-","23","8","6",37,"6","2","-"
"jamesstephensmontessorischool","LA","evangelineparish",350,0,0,0,56.3,1.4,40,2,0,7.1,5,70586,1,1659,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"James Stephens Montessori School",1,61.5,-0.52596810082982,1,43,"LA",2.20063e+11,2017,"Students absent 15 or more school dates during school year","M","-","-","-","-","10","12","3",25,"9","3","-"
"jamesstephensmontessorischool","LA","evangelineparish",350,0,0,0,56.3,1.4,40,2,0,7.1,5,70586,1,1659,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"James Stephens Montessori School",1,61.5,-0.52596810082982,1,43,"LA",2.20063e+11,2017,"Students absent 15 or more school dates during school year","F","-","-","-","-","9","5","1",15,"1","1","-"
"jeffersonelementary1","WI","wauwatosaschooldistrict",259,0.4,1.9,0,18,8.1,62.5,9.3,0.4,17.4,0,53213,0,2081,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Jefferson Elementary",1,18.6,-0.686726293267052,1,14,"WI",5.52e+11,2017,"Students absent 15 or more school dates during school year","F","-","-","-","-","2","2","-",4,"-","-","-"
"jeffersonelementary1","WI","wauwatosaschooldistrict",259,0.4,1.9,0,18,8.1,62.5,9.3,0.4,17.4,0,53213,0,2081,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Jefferson Elementary",1,18.6,-0.686726293267052,1,14,"WI",5.52e+11,2017,"Students absent 15 or more school dates during school year","M","1","-","-","1","2","1","2",7,"3","-","-"
"jeffersonmontessori","NM","carlsbadmunicipalschools",199,0,2,0,5,38.7,54.3,0,6,22.1,0,88220,1,859,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"JEFFERSON MONTESSORI",1,47.7,-0.416421804501337,1,44,"NM",3.5003e+11,2017,"Students absent 15 or more school dates during school year","F","0","0","0","5","0","6","0",11,"3","0","0"
"jeffersonmontessori","NM","carlsbadmunicipalschools",199,0,2,0,5,38.7,54.3,0,6,22.1,0,88220,1,859,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"JEFFERSON MONTESSORI",1,47.7,-0.416421804501337,1,44,"NM",3.5003e+11,2017,"Students absent 15 or more school dates during school year","M","0","0","0","4","0","4","0",8,"3","0","1"
"jiemingmandarinimmersionacademy","MN","st.paulpublicschooldistrict",236,0,33.1,0,7,8,31.8,19.9,28,4.7,3,55104,0,4683,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"JIE MING MANDARIN IMMERSION ACADEMY",1,24.1,-0.549000047896203,1,41,"MN",273384004683,2017,"Students absent 15 or more school dates during school year","F","-","2.00","-","-","-","3","-",5,"-","-","1"
"jiemingmandarinimmersionacademy","MN","st.paulpublicschooldistrict",236,0,33.1,0,7,8,31.8,19.9,28,4.7,3,55104,0,4683,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"JIE MING MANDARIN IMMERSION ACADEMY",1,24.1,-0.549000047896203,1,41,"MN",273384004683,2017,"Students absent 15 or more school dates during school year","M","-","-","-","1.00","-","3","2.00",6,"1.00","-","1"
"jjhillmontessori","MN","st.paulpublicschooldistrict",476,0.4,7.4,0,20,6,51.7,14.3,15.3,9.7,4.4,55104,1,1173,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"JJ HILL MONTESSORI",1,32.4,0.71838763327976,1,45,"MN",2.73384e+11,2017,"Students absent 15 or more school dates during school year","F","1","-","-","1","5","8","-",15,"4","-","1"
"jjhillmontessori","MN","st.paulpublicschooldistrict",476,0.4,7.4,0,20,6,51.7,14.3,15.3,9.7,4.4,55104,1,1173,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"JJ HILL MONTESSORI",1,32.4,0.71838763327976,1,45,"MN",2.73384e+11,2017,"Students absent 15 or more school dates during school year","M","-","-","-","3","5","6","3",17,"5","-","2"
"johnclancy/josephmaggioreelementaryschool","LA","jeffersonparish",630,0.2,1.4,0,36,53.7,7.6,1.1,35.1,6.8,5.7,70062,0,590,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"John Clancy/Joseph Maggiore Elementary School",1,53.6,-0.49700567298775,1,77,"LA",220084000590,2017,"Students absent 15 or more school dates during school year","M","-","-","-","22","21","1","-",44,"6","5","16"
"johnclancy/josephmaggioreelementaryschool","LA","jeffersonparish",630,0.2,1.4,0,36,53.7,7.6,1.1,35.1,6.8,5.7,70062,0,590,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"John Clancy/Joseph Maggiore Elementary School",1,53.6,-0.49700567298775,1,77,"LA",220084000590,2017,"Students absent 15 or more school dates during school year","F","-","-","-","19","15","4","-",38,"3","2","9"
"johnshillmagnetschool","IL","decatursd61",472,0.2,4.7,1.1,30.5,23.9,38.6,1.1,26.9,6.4,0.6,62521,0,5156,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"Johns Hill Magnet School",1,47.4,-1.01780014352173,1,83,"IL",171185005156,2017,"Students absent 15 or more school dates during school year","M","-","2.00","-","2.00","3","4","1",12,"1.00","-","4.00"
"johnshillmagnetschool","IL","decatursd61",472,0.2,4.7,1.1,30.5,23.9,38.6,1.1,26.9,6.4,0.6,62521,0,5156,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"Johns Hill Magnet School",1,47.4,-1.01780014352173,1,83,"IL",171185005156,2017,"Students absent 15 or more school dates during school year","F","-","-","1.00","5.00","4","4","5",19,"3.00","-","8.00"
"jpsmontessoricenter","MI","jacksonpublicschools",122,0,0.8,2,27.9,14.8,34.4,20.5,2.5,7.4,0,49202,1,8691,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,"JPS Montessori Center",1,87,-1.96490381266641,1,46,"MI",2.61962e+11,2017,"Students absent 15 or more school dates during school year","F","-","-","-","3","4","8","4",19,"-","-","1"
"jpsmontessoricenter","MI","jacksonpublicschools",122,0,0.8,2,27.9,14.8,34.4,20.5,2.5,7.4,0,49202,1,8691,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,"JPS Montessori Center",1,87,-1.96490381266641,1,46,"MI",2.61962e+11,2017,"Students absent 15 or more school dates during school year","M","-","1","-","2","2","2","6",13,"-","-","-"
"kahlilgibranschool","NY","yonkerscityschooldistrict",550,0,11.1,0,16.5,39,31.5,2,6.2,8.2,0.5,10710,0,4270,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"KAHLIL GIBRAN SCHOOL",1,52,0.04156474450915,1,82,"NY",363192004270,2017,"Students absent 15 or more school dates during school year","F","-","8.00","-","18","11","18","2.00",57,"5","-","5.00"
"kahlilgibranschool","NY","yonkerscityschooldistrict",550,0,11.1,0,16.5,39,31.5,2,6.2,8.2,0.5,10710,0,4270,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"KAHLIL GIBRAN SCHOOL",1,52,0.04156474450915,1,82,"NY",363192004270,2017,"Students absent 15 or more school dates during school year","M","-","7.00","-","26","9","14","1.00",57,"10","-","6.00"
"kennedymontessorielementary","KY","jeffersoncounty",598,0,0.8,0.3,73.2,9.2,12.7,3.7,9.7,11.9,2.2,40211,1,786,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"Kennedy Montessori Elementary",1,71.7,-0.773360134517048,1,47,"KY",2.10299e+11,2017,"Students absent 15 or more school dates during school year","F","-","1","-","6","36","5","1",49,"-","1","12"
"kennedymontessorielementary","KY","jeffersoncounty",598,0,0.8,0.3,73.2,9.2,12.7,3.7,9.7,11.9,2.2,40211,1,786,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"Kennedy Montessori Elementary",1,71.7,-0.773360134517048,1,47,"KY",2.10299e+11,2017,"Students absent 15 or more school dates during school year","M","-","-","-","1","44","10","1",56,"1","1","3"
"kennerdiscoveryhealthsciencesacademy","LA","jeffersonparish",1216,0.3,4.6,0,17,23.4,51.6,2.6,3.9,14.6,9.8,70062,0,653,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"Kenner Discovery Health Sciences Academy",1,62.5,0.25898650185122,1,51,"LA",220084000653,2017,"Students absent 15 or more school dates during school year","F","-","-","-","7.00","1","6","1.00",15,"4","1","-"
"kennerdiscoveryhealthsciencesacademy","LA","jeffersonparish",1216,0.3,4.6,0,17,23.4,51.6,2.6,3.9,14.6,9.8,70062,0,653,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"Kenner Discovery Health Sciences Academy",1,62.5,0.25898650185122,1,51,"LA",220084000653,2017,"Students absent 15 or more school dates during school year","M","-","-","-","2.00","1","7","1.00",11,"5","2","-"
"kidscommunitycollegecharter","FL","orange",258,0.8,3.9,1.9,48.4,21.7,18.2,5,14.7,7,4,34761,0,8109,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"KIDS COMMUNITY COLLEGE CHARTER",1,67.8,-0.669748107168968,1,59,"FL",120144008109,2017,"Students absent 15 or more school dates during school year","M","1.00","-","1.00","6","9.00","2","1.00",20,"3","1.00","1.00"
"kidscommunitycollegecharter","FL","orange",258,0.8,3.9,1.9,48.4,21.7,18.2,5,14.7,7,4,34761,0,8109,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"KIDS COMMUNITY COLLEGE CHARTER",1,67.8,-0.669748107168968,1,59,"FL",120144008109,2017,"Students absent 15 or more school dates during school year","F","-","1.00","1.00","4","12.00","1","1.00",20,"2","1.00","3.00"
"kilgourelementaryschool","OH","cincinnaticity",634,0,3.9,0,17.5,1.1,73.5,3.3,1.9,7.4,4.4,45208,0,339,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"Kilgour Elementary School",1,12.8,-2.1590250503698,1,108,"OH",390437500339,2017,"Students absent 15 or more school dates during school year","M","1.00","-","-","-","6","5","-",12,"3","-","-"
"kilgourelementaryschool","OH","cincinnaticity",634,0,3.9,0,17.5,1.1,73.5,3.3,1.9,7.4,4.4,45208,0,339,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"Kilgour Elementary School",1,12.8,-2.1590250503698,1,108,"OH",390437500339,2017,"Students absent 15 or more school dates during school year","F","-","-","-","1.00","7","5","1.00",14,"3","1.00","1.00"
"l.s.ruggelementaryschool","LA","rapidesparish",252,0.8,1.6,0,83.7,2,11.9,0,0,4.8,2.4,71301,0,1078,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"L.S. Rugg Elementary School",1,92.8,-1.26661206428387,1,89,"LA",220129001078,2017,"Students absent 15 or more school dates during school year","F","-","1.00","-","3.00","14","2","-",20,"8","3","-"
"l.s.ruggelementaryschool","LA","rapidesparish",252,0.8,1.6,0,83.7,2,11.9,0,0,4.8,2.4,71301,0,1078,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"L.S. Rugg Elementary School",1,92.8,-1.26661206428387,1,89,"LA",220129001078,2017,"Students absent 15 or more school dates during school year","M","-","-","-","-","20","3","-",23,"10","2","-"
"l'etoiledunordfrenchimmersionl","MN","st.paulpublicschooldistrict",203,0.5,5,0,17.7,11.3,51.7,13.8,19.2,2.5,0,55106,0,4682,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"L'ETOILE DU NORD FRENCH IMMERSION L",1,31.2,0.950798165373491,1,114,"MN",273384004682,2017,"Students absent 15 or more school dates during school year","M","-","-","-","1.00","2.00","5","-",8,"1.00","-","-"
"l'etoiledunordfrenchimmersionl","MN","st.paulpublicschooldistrict",203,0.5,5,0,17.7,11.3,51.7,13.8,19.2,2.5,0,55106,0,4682,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"L'ETOILE DU NORD FRENCH IMMERSION L",1,31.2,0.950798165373491,1,114,"MN",273384004682,2017,"Students absent 15 or more school dates during school year","F","-","-","-","2.00","2.00","3","-",7,"-","-","2.00"
"lakeairmontessorischool","TX","wacoisd",710,0.1,0,0,15.9,63,18.3,2,13.9,6.1,7.2,76710,1,5035,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"LAKE AIR MONTESSORI SCHOOL",1,72.1,-0.0037853782188022,1,49,"TX",4.84428e+11,2017,"Students absent 15 or more school dates during school year","F","-","-","-","3","-","2","-",5,"1","-","2"
"lakeairmontessorischool","TX","wacoisd",710,0.1,0,0,15.9,63,18.3,2,13.9,6.1,7.2,76710,1,5035,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"LAKE AIR MONTESSORI SCHOOL",1,72.1,-0.0037853782188022,1,49,"TX",4.84428e+11,2017,"Students absent 15 or more school dates during school year","M","-","-","-","4","1","1","1",7,"4","-","1"
"lakelandmontessorimiddleschool","FL","polk",60,0,3,0,6.7,20,68,1.7,0,1.7,15,33805,1,7728,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,"LAKELAND MONTESSORI MIDDLE SCHOOL",1,15,1.60519154006588,1,50,"FL",1.20159e+11,2017,"Students absent 15 or more school dates during school year","M","-","-","-","1","-","-","-",1,"-","1","-"
"lakelandmontessorimiddleschool","FL","polk",60,0,3,0,6.7,20,68,1.7,0,1.7,15,33805,1,7728,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,"LAKELAND MONTESSORI MIDDLE SCHOOL",1,15,1.60519154006588,1,50,"FL",1.20159e+11,2017,"Students absent 15 or more school dates during school year","F","-","-","-","2","1","2","-",5,"-","-","-"
"lakelandmontessorischoolhouse","FL","polk",102,1,7,1,0,24.5,63.7,2.9,1,2,6,33805,1,4178,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,"LAKELAND MONTESSORI SCHOOL HOUSE",1,6.9,1.4538942306616,1,51,"FL",1.20159e+11,2017,"Students absent 15 or more school dates during school year","F","-","-","-","1","-","-","2",3,"1","-","-"
"lakelandmontessorischoolhouse","FL","polk",102,1,7,1,0,24.5,63.7,2.9,1,2,6,33805,1,4178,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,"LAKELAND MONTESSORI SCHOOL HOUSE",1,6.9,1.4538942306616,1,51,"FL",1.20159e+11,2017,"Students absent 15 or more school dates during school year","M","-","-","-","-","-","4","-",4,"1","-","-"
"lakesinternationallanguageacad","MN","lakesinternationallanguageacadem",656,0,2.6,0,0.6,8.4,81.4,6.6,2.3,7.5,2.3,55025,0,4102,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"Lakes International Language Acad",1,12,-0.614947769816041,1,49,"MN",270035804102,2017,"Students absent 15 or more school dates during school year","F","-","1.00","-","2","2.00","17","-",22,"1","-","1.00"
"lakesinternationallanguageacad","MN","lakesinternationallanguageacadem",656,0,2.6,0,0.6,8.4,81.4,6.6,2.3,7.5,2.3,55025,0,4102,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"Lakes International Language Acad",1,12,-0.614947769816041,1,49,"MN",270035804102,2017,"Students absent 15 or more school dates during school year","M","-","-","-","2","-","15","-",17,"2","-","-"
"lakesintllanguageacad-headwaters","MN","lakesinternationallanguageacadem",331,0,1.5,0,0.3,9.7,85.2,3.3,1.8,10.9,3.9,55025,0,4828,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,"LAKES INTL LANGUAGE ACAD-HEADWATERS",1,10.3,-0.893190040811847,1,44,"MN",270035804828,2017,"Students absent 15 or more school dates during school year","F","-","-","-","2.00","-","17","-",19,"3.00","-","-"
"lakesintllanguageacad-headwaters","MN","lakesinternationallanguageacadem",331,0,1.5,0,0.3,9.7,85.2,3.3,1.8,10.9,3.9,55025,0,4828,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,"LAKES INTL LANGUAGE ACAD-HEADWATERS",1,10.3,-0.893190040811847,1,44,"MN",270035804828,2017,"Students absent 15 or more school dates during school year","M","-","-","-","-","-","14","1.00",15,"4.00","1.00","-"
"lakewoodmontessorimiddle","NC","durhampublicschools",294,0,2.7,0,25.2,26.9,38,7.5,3.7,15.6,3,27707,1,3195,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,"Lakewood Montessori Middle",1,38.6,-2.67589716656205,1,52,"NC",3.70126e+11,2017,"Students absent 15 or more school dates during school year","M","-","-","-","1","3","1","-",5,"2","-","3"
"lakewoodmontessorimiddle","NC","durhampublicschools",294,0,2.7,0,25.2,26.9,38,7.5,3.7,15.6,3,27707,1,3195,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,"Lakewood Montessori Middle",1,38.6,-2.67589716656205,1,52,"NC",3.70126e+11,2017,"Students absent 15 or more school dates during school year","F","-","-","-","3","1","-","2",6,"2","-","2"
"laramiemontessoricharterschool","WY","albanycountyschooldistrict#1",80,3.8,0,0,0,20,72.5,3.8,1.3,22.5,2.5,82070,1,542,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,"Laramie Montessori Charter School",1,46.3,-0.385879931629279,1,53,"WY",5.60073e+11,2017,"Students absent 15 or more school dates during school year","F","-","-","-","1","-","1","-",2,"1","-","-"
"laramiemontessoricharterschool","WY","albanycountyschooldistrict#1",80,3.8,0,0,0,20,72.5,3.8,1.3,22.5,2.5,82070,1,542,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,"Laramie Montessori Charter School",1,46.3,-0.385879931629279,1,53,"WY",5.60073e+11,2017,"Students absent 15 or more school dates during school year","M","-","-","-","-","-","1","-",1,"1","1","-"
"latierramontessorischooloftheartsandsciences","NM","latierramontessorischooloftheartsandsciences",102,8.8,0,0,0,61.8,21.6,8,30,21.6,0,87532,1,1084,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,"LA TIERRA MONTESSORI SCHOOL OF THE ARTS AND SCIENCES",1,41,-1.49476461578618,1,54,"NM",3.50016e+11,2017,"Students absent 15 or more school dates during school year","F","0","0","0","0","0","0","0",0,"0","0","0"
"latierramontessorischooloftheartsandsciences","NM","latierramontessorischooloftheartsandsciences",102,8.8,0,0,0,61.8,21.6,8,30,21.6,0,87532,1,1084,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,"LA TIERRA MONTESSORI SCHOOL OF THE ARTS AND SCIENCES",1,41,-1.49476461578618,1,54,"NM",3.50016e+11,2017,"Students absent 15 or more school dates during school year","M","0","0","0","0","0","0","0",0,"0","0","0"
"legacyhighcharter","FL","orange",210,0,2.9,0,10.5,12.9,69.5,4.3,0,10,9,34761,0,5634,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,"LEGACY HIGH CHARTER",1,3.8,-0.65699317983867,1,61,"FL",120144005634,2017,"Students absent 15 or more school dates during school year","M","-","-","-","3","2.00","8","-",13,"2","1.00","-"
"legacyhighcharter","FL","orange",210,0,2.9,0,10.5,12.9,69.5,4.3,0,10,9,34761,0,5634,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,"LEGACY HIGH CHARTER",1,3.8,-0.65699317983867,1,61,"FL",120144005634,2017,"Students absent 15 or more school dates during school year","F","-","2.00","-","1","-","7","2.00",12,"1","-","-"
