"schoolname","State","District","No.students","percAmericanIndian","percAsian","percHawaiian","percBlack","percHispanic","percWhite","More","Lep","percIdea","perc504","Zip","Montessori","SCHID","ps","kinder","first","second","third","fourth","fifth","sixth","seventh","eighth","nineth","tenth","eleventh","twelfth","magnet","charter","SCHOOL_NAME","title","FRLperc","distance","weights","subclass","Lea.State","ID","Year","Category","Sex","no.AmericanIndianAbs","no.AsianAbs","no.HawaiianPIAbs","no.HispanicAbs","no.BlackAbs","no.WhiteAbs","no.Two.or.more.racesAbs","TotalAbs","no.IdeaAbs","no.504Abs","no.LEPAbs"
"denisonmontessorischool","CO","schooldistrictno.1inthecountyofdenverandstateofc",403,1,6.9,0,1,59.3,30,1.7,14.6,14,1,80219,1,1522,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"DENISON MONTESSORI SCHOOL",1,58.5,-2.48203602672004,1,19,"CO",80336001522,2017,"Students absent 15 or more school dates during school year","F","0","4","-","32","0","13","1",50,"12","-","3"
"dixiemontessoriacademy","UT","dixiemontessoriacademy",410,2,0,1.7,0.5,12.4,76.6,7.1,0.2,22,0,84780,1,1452,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,"Dixie Montessori Academy",1,39.1,-1.40522976376431,1,20,"UT",4.90017e+11,2017,"Students absent 15 or more school dates during school year","F","1","-","3","11","-","65","5",85,"16","-","1"
"dixiemontessoriacademy","UT","dixiemontessoriacademy",410,2,0,1.7,0.5,12.4,76.6,7.1,0.2,22,0,84780,1,1452,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,"Dixie Montessori Academy",1,39.1,-1.40522976376431,1,20,"UT",4.90017e+11,2017,"Students absent 15 or more school dates during school year","M","1","-","-","9","1","46","4",61,"15","-","-"
"downtownmontessori","WI","downtownmontessoriagency",285,1.1,2.1,1.1,6,7.7,71.9,10.2,0,4.6,0,53207,1,2153,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Downtown Montessori",1,14,2.76339992959717,1,21,"WI",5.50004e+11,2017,"Students absent 15 or more school dates during school year","M","1","-","-","5","1","5","-",12,"3","-","-"
"downtownmontessori","WI","downtownmontessoriagency",285,1.1,2.1,1.1,6,7.7,71.9,10.2,0,4.6,0,53207,1,2153,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Downtown Montessori",1,14,2.76339992959717,1,21,"WI",5.50004e+11,2017,"Students absent 15 or more school dates during school year","F","-","-","-","1","-","3","-",4,"-","-","-"
"dudleyschool","MI","battlecreekpublicschools",177,0.6,0,2,53.7,2.8,29.4,11.9,1,44.1,0,49037,0,3832,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Dudley School",1,93.8,-2.80689745878079,1,110,"MI",260000503832,2017,"Students absent 15 or more school dates during school year","M","1.00","-","2","1.00","27","15","-",46,"20","-","1.00"
"dudleyschool","MI","battlecreekpublicschools",177,0.6,0,2,53.7,2.8,29.4,11.9,1,44.1,0,49037,0,3832,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Dudley School",1,93.8,-2.80689745878079,1,110,"MI",260000503832,2017,"Students absent 15 or more school dates during school year","F","-","-","1","-","17","4","2.00",24,"3","-","-"
"durhamel","TX","houstonisd",570,0,0.2,0,15.8,63.7,18.4,1.9,31.4,4.6,4.4,77018,0,2444,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"DURHAM EL",1,74.2,-1.04802931147638,1,47,"TX",482364002444,2017,"Students absent 15 or more school dates during school year","M","-","-","-","11","2","3","-",16,"4.00","-","3"
"durhamel","TX","houstonisd",570,0,0.2,0,15.8,63.7,18.4,1.9,31.4,4.6,4.4,77018,0,2444,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"DURHAM EL",1,74.2,-1.04802931147638,1,47,"TX",482364002444,2017,"Students absent 15 or more school dates during school year","F","-","-","-","10","5","3","1.00",19,"-","-","3"
"dwightrichschoolofthearts","MI","lansingpublicschooldistrict",338,0,12.1,0,53.6,11.5,16,6,12.7,29.6,0,48911,0,8263,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"Dwight Rich School of the Arts",1,78.6,-0.287960790093018,1,88,"MI",262115008263,2017,"Students absent 15 or more school dates during school year","M","-","2.00","-","16.00","56.00","15","4.00",93,"35.00","-","1.00"
"dwightrichschoolofthearts","MI","lansingpublicschooldistrict",338,0,12.1,0,53.6,11.5,16,6,12.7,29.6,0,48911,0,8263,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"Dwight Rich School of the Arts",1,78.6,-0.287960790093018,1,88,"MI",262115008263,2017,"Students absent 15 or more school dates during school year","F","-","-","-","7.00","36.00","6","4.00",53,"14.00","-","1.00"
"earlylightacademyatdaybreak","UT","earlylightacademyatdaybreak",1002,0.2,2,1,1,9.6,82.4,4.2,0,17.6,1.5,84009,0,1268,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,"Early Light Academy at Daybreak",1,13.1,-1.04056395932633,1,7,"UT",490014001268,2017,"Students absent 15 or more school dates during school year","F","-","1.00","2","5","1.00","52","1.00",62,"10","1.00","-"
"earlylightacademyatdaybreak","UT","earlylightacademyatdaybreak",1002,0.2,2,1,1,9.6,82.4,4.2,0,17.6,1.5,84009,0,1268,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,"Early Light Academy at Daybreak",1,13.1,-1.04056395932633,1,7,"UT",490014001268,2017,"Students absent 15 or more school dates during school year","M","-","-","1","10","1.00","48","7.00",67,"20","2.00","-"
"eastfortworthmontessoriacademy","TX","eastfortworthmontessoriacademy",298,0,2,0,46.3,39.6,9.4,2.7,27.5,3.7,0.3,76103,1,9603,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"EAST FORT WORTH MONTESSORI ACADEMY",1,79.2,0.00060029824584662,1,22,"TX",4.80026e+11,2017,"Students absent 15 or more school dates during school year","M","-","-","-","7","2","-","-",9,"1","-","3"
"eastfortworthmontessoriacademy","TX","eastfortworthmontessoriacademy",298,0,2,0,46.3,39.6,9.4,2.7,27.5,3.7,0.3,76103,1,9603,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"EAST FORT WORTH MONTESSORI ACADEMY",1,79.2,0.00060029824584662,1,22,"TX",4.80026e+11,2017,"Students absent 15 or more school dates during school year","F","-","-","-","2","5","1","-",8,"-","-","-"
"easttexasmontessoriprepacademy","TX","longviewisd",1020,0.1,0.6,0,41,45.4,9.7,3,29.7,3.6,0,75601,1,13422,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"EAST TEXAS MONTESSORI PREP ACADEMY",1,87.5,-1.27372140457517,1,24,"TX",4.82811e+11,2017,"Students absent 15 or more school dates during school year","F","-","-","-","18","15","9","1",43,"1","-","8"
"easttexasmontessoriprepacademy","TX","longviewisd",1020,0.1,0.6,0,41,45.4,9.7,3,29.7,3.6,0,75601,1,13422,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"EAST TEXAS MONTESSORI PREP ACADEMY",1,87.5,-1.27372140457517,1,24,"TX",4.82811e+11,2017,"Students absent 15 or more school dates during school year","M","-","-","-","26","23","8","2",59,"4","-","19"
"elmagnetathays","TX","ectorcountyisd",409,0,1,0,7,71.4,18.6,2.4,15.2,2.4,0,79761,0,1581,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"EL MAGNET AT HAYS",1,36.4,-0.59674329827002,1,22,"TX",481800001581,2017,"Students absent 15 or more school dates during school year","M","-","-","-","5","-","5.00","-",10,"-","-","2.00"
"elmagnetathays","TX","ectorcountyisd",409,0,1,0,7,71.4,18.6,2.4,15.2,2.4,0,79761,0,1581,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"EL MAGNET AT HAYS",1,36.4,-0.59674329827002,1,22,"TX",481800001581,2017,"Students absent 15 or more school dates during school year","F","-","-","-","8","1.00","4.00","1.00",14,"-","-","1.00"
"enterpriseelemschool","IL","decatursd61",264,0,1.1,0,37.9,0.4,41.3,19.3,0.8,15.9,0.8,62521,0,1403,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,"Enterprise Elem School",1,65.8,-0.0568392808378198,1,100,"IL",171185001403,2017,"Students absent 15 or more school dates during school year","M","-","-","-","-","8","12","9",29,"5.00","-","-"
"enterpriseelemschool","IL","decatursd61",264,0,1.1,0,37.9,0.4,41.3,19.3,0.8,15.9,0.8,62521,0,1403,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,"Enterprise Elem School",1,65.8,-0.0568392808378198,1,100,"IL",171185001403,2017,"Students absent 15 or more school dates during school year","F","-","1.00","-","1.00","16","7","7",32,"3.00","-","-"
"environmentalsciencesmagnetathookerschool","CT","hartfordschooldistrict",613,0.5,5.1,0,9.5,59.2,22.7,3.1,8.8,10.1,4.7,6106,0,366,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"Environmental Sciences Magnet at Hooker School",1,71.1,-0.222821490994547,1,16,"CT",90192000366,2017,"Students absent 15 or more school dates during school year","M","-","1.00","-","25.00","1.00","5.00","1.00",33,"6.00","3.00","7.00"
"environmentalsciencesmagnetathookerschool","CT","hartfordschooldistrict",613,0.5,5.1,0,9.5,59.2,22.7,3.1,8.8,10.1,4.7,6106,0,366,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"Environmental Sciences Magnet at Hooker School",1,71.1,-0.222821490994547,1,16,"CT",90192000366,2017,"Students absent 15 or more school dates during school year","F","-","2.00","-","23.00","2.00","1.00","-",28,"4.00","2.00","5.00"
"erwinmontessori","NC","guilfordcountyschools",309,0,1,0,79.6,11.7,7.1,1,7.1,10.7,1,27405,1,769,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"Erwin Montessori",1,62.9,0.0189194602920981,1,25,"NC",3.70192e+11,2017,"Students absent 15 or more school dates during school year","F","-","-","-","1","4","1","-",6,"1","-","-"
"erwinmontessori","NC","guilfordcountyschools",309,0,1,0,79.6,11.7,7.1,1,7.1,10.7,1,27405,1,769,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"Erwin Montessori",1,62.9,0.0189194602920981,1,25,"NC",3.70192e+11,2017,"Students absent 15 or more school dates during school year","M","-","-","-","1","6","1","-",8,"1","-","1"
"evangelinecentralschool","LA","evangelineparish",30,0,0,0,60,0,36.7,3.3,0,33.3,3,70586,0,1717,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"Evangeline Central School",1,60,-3.85800470411531,1,6,"LA",220063001717,2017,"Students absent 15 or more school dates during school year","M","-","-","-","-","8","2","-",10,"4","-","-"
"evangelinecentralschool","LA","evangelineparish",30,0,0,0,60,0,36.7,3.3,0,33.3,3,70586,0,1717,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"Evangeline Central School",1,60,-3.85800470411531,1,6,"LA",220063001717,2017,"Students absent 15 or more school dates during school year","F","-","-","-","-","6","5","1.00",12,"4","-","-"
"familyschool32","NY","yonkerscityschooldistrict",588,0.5,5.3,0.2,16.8,56,19.9,1.4,10.7,27.7,0.2,10710,0,1077,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"FAMILY SCHOOL 32",1,66.5,-1.26895947437367,1,113,"NY",363192001077,2017,"Students absent 15 or more school dates during school year","M","-","5.00","-","58","25","21","-",109,"49","2.00","12.00"
"familyschool32","NY","yonkerscityschooldistrict",588,0.5,5.3,0.2,16.8,56,19.9,1.4,10.7,27.7,0.2,10710,0,1077,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"FAMILY SCHOOL 32",1,66.5,-1.26895947437367,1,113,"NY",363192001077,2017,"Students absent 15 or more school dates during school year","F","1.00","1.00","1.00","58","20","12","3.00",96,"20","-","7.00"
"farnsworthaerospacelower","MN","st.paulpublicschooldistrict",519,0.6,71,0,10.8,8.7,5.8,3.1,60.7,7.1,1.9,55106,0,1172,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,"FARNSWORTH AEROSPACE LOWER",1,79.3,-1.15216572344386,1,17,"MN",273384001172,2017,"Students absent 15 or more school dates during school year","F","3.00","5.00","-","4.00","6.00","1","1.00",20,"3.00","-","8.00"
"farnsworthaerospacelower","MN","st.paulpublicschooldistrict",519,0.6,71,0,10.8,8.7,5.8,3.1,60.7,7.1,1.9,55106,0,1172,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,"FARNSWORTH AEROSPACE LOWER",1,79.3,-1.15216572344386,1,17,"MN",273384001172,2017,"Students absent 15 or more school dates during school year","M","1.00","9.00","-","4.00","8.00","6","1.00",29,"3.00","-","12.00"
"fernwoodmontessori","WI","milwaukeeschooldistrict",783,1,1.4,0.1,4.1,22.5,65.5,5.4,0.1,12.8,2.3,53207,1,1160,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Fernwood Montessori",1,23.5,-0.925971986094314,1,26,"WI",5.5096e+11,2017,"Students absent 15 or more school dates during school year","F","-","-","-","11","1","9","5",26,"5","-","-"
"fernwoodmontessori","WI","milwaukeeschooldistrict",783,1,1.4,0.1,4.1,22.5,65.5,5.4,0.1,12.8,2.3,53207,1,1160,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Fernwood Montessori",1,23.5,-0.925971986094314,1,26,"WI",5.5096e+11,2017,"Students absent 15 or more school dates during school year","M","-","-","-","5","3","7","3",18,"7","1","-"
"firststatemontessoriacademy","DE","firststatemontessoriacademy",509,1,4,1,18.5,3.7,70.9,0.8,2,13.8,7.7,19801,1,362,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,"First State Montessori Academy",1,13.8,0.49209894534786,1,27,"DE",1.00005e+11,2017,"Students absent 15 or more school dates during school year","M","0","1","0","1","1","8","1",12,"3","2","1"
"firststatemontessoriacademy","DE","firststatemontessoriacademy",509,1,4,1,18.5,3.7,70.9,0.8,2,13.8,7.7,19801,1,362,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,"First State Montessori Academy",1,13.8,0.49209894534786,1,27,"DE",1.00005e+11,2017,"Students absent 15 or more school dates during school year","F","-","1","0","1","1","11","0",14,"2","0","1"
"fostertraditionalacademy","KY","jeffersoncounty",580,0.2,0,0,88.6,3.1,5.2,2.9,0.2,10.7,1.2,40211,0,745,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"Foster Traditional Academy",1,84.9,-1.00417821261655,1,63,"KY",210299000745,2017,"Students absent 15 or more school dates during school year","F","-","-","-","-","16.00","3.00","-",19,"-","1.00","-"
"fostertraditionalacademy","KY","jeffersoncounty",580,0.2,0,0,88.6,3.1,5.2,2.9,0.2,10.7,1.2,40211,0,745,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"Foster Traditional Academy",1,84.9,-1.00417821261655,1,63,"KY",210299000745,2017,"Students absent 15 or more school dates during school year","M","-","-","-","-","28.00","4.00","2.00",34,"-","1.00","-"
"fourcornersmontessoriacademy","MI","fourcornersmontessoriacademy",471,0.2,5.1,0,20.4,5.3,67.5,1.1,0.6,10,0,48071,1,7979,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Four Corners Montessori Academy",1,32.7,1.80192770883717,1,28,"MI",2.60096e+11,2017,"Students absent 15 or more school dates during school year","M","-","-","-","2","11","19","3",35,"12","-","-"
"fourcornersmontessoriacademy","MI","fourcornersmontessoriacademy",471,0.2,5.1,0,20.4,5.3,67.5,1.1,0.6,10,0,48071,1,7979,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Four Corners Montessori Academy",1,32.7,1.80192770883717,1,28,"MI",2.60096e+11,2017,"Students absent 15 or more school dates during school year","F","-","-","-","4","2","16","5",27,"1","-","-"
"fourseasonselementary","MN","st.paulpublicschooldistrict",497,0.2,20.7,0,42,14,14.1,9.1,36.8,14.9,1.8,55104,0,2671,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"FOUR SEASONS ELEMENTARY",1,84.2,-1.18949279944121,1,75,"MN",273384002671,2017,"Students absent 15 or more school dates during school year","M","-","3","-","9","26","1","10",49,"8","-","13"
"fourseasonselementary","MN","st.paulpublicschooldistrict",497,0.2,20.7,0,42,14,14.1,9.1,36.8,14.9,1.8,55104,0,2671,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"FOUR SEASONS ELEMENTARY",1,84.2,-1.18949279944121,1,75,"MN",273384002671,2017,"Students absent 15 or more school dates during school year","F","-","1","-","10","14","1","1",27,"4","-","7"
"franke.brighamacademy","FL","polk",546,0,3.3,0,22,20.5,49.6,4,3,2.7,6.2,33880,0,1728,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"FRANK E. BRIGHAM ACADEMY",1,37.8,0.796062519938325,1,1,"FL",120159001728,2017,"Students absent 15 or more school dates during school year","M","-","-","-","6.00","7.00","9","2.00",24,"1.00","3.00","2.00"
"franke.brighamacademy","FL","polk",546,0,3.3,0,22,20.5,49.6,4,3,2.7,6.2,33880,0,1728,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"FRANK E. BRIGHAM ACADEMY",1,37.8,0.796062519938325,1,1,"FL",120159001728,2017,"Students absent 15 or more school dates during school year","F","-","-","-","4.00","3.00","9","1.00",17,"2.00","-","2.00"
"franklinphoneticprimaryschool","AZ","franklinphoneticprimaryschoolinc.1",461,0.2,2,0.2,0.4,23,71,3.3,4,26.9,0.7,86314,0,1075,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Franklin Phonetic Primary School",1,48.7,-0.946457218350289,1,60,"AZ",40009201075,2017,"Students absent 15 or more school dates during school year","F","1.00","-","-","14","-","44","1.00",60,"21","-","2.00"
"franklinphoneticprimaryschool","AZ","franklinphoneticprimaryschoolinc.1",461,0.2,2,0.2,0.4,23,71,3.3,4,26.9,0.7,86314,0,1075,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Franklin Phonetic Primary School",1,48.7,-0.946457218350289,1,60,"AZ",40009201075,2017,"Students absent 15 or more school dates during school year","M","1.00","-","-","22","-","29","3.00",55,"22","-","3.00"
"gardenoaksmontessori","TX","houstonisd",822,0.4,1,0.2,4.5,56.1,32.6,5.2,23.4,7.8,10.5,77018,1,2463,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"GARDEN OAKS MONTESSORI",1,46.4,0.778609716542664,1,29,"TX",4.82364e+11,2017,"Students absent 15 or more school dates during school year","F","-","-","-","13","1","4","1",19,"2","-","4"
"gardenoaksmontessori","TX","houstonisd",822,0.4,1,0.2,4.5,56.1,32.6,5.2,23.4,7.8,10.5,77018,1,2463,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"GARDEN OAKS MONTESSORI",1,46.4,0.778609716542664,1,29,"TX",4.82364e+11,2017,"Students absent 15 or more school dates during school year","M","-","1","-","6","1","5","2",15,"2","-","3"
"garfieldmontessorischool","IL","decatursd61",357,0.3,1.1,0,24.6,0.6,60.5,12.9,0,12.6,0.3,62521,1,1398,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"Garfield Montessori School",1,37.5,1.33198026037852,1,30,"IL",1.71185e+11,2017,"Students absent 15 or more school dates during school year","F","-","-","-","-","3","19","3",25,"4","-","-"
"garfieldmontessorischool","IL","decatursd61",357,0.3,1.1,0,24.6,0.6,60.5,12.9,0,12.6,0.3,62521,1,1398,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"Garfield Montessori School",1,37.5,1.33198026037852,1,30,"IL",1.71185e+11,2017,"Students absent 15 or more school dates during school year","M","-","-","-","-","1","8","2",11,"-","-","-"
"goodwatermontessorischool","TX","goodwatermontessorischool",300,0,3.3,0,4,25.3,59,8.7,0,3.7,0,78626,1,13449,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,"GOODWATER MONTESSORI SCHOOL",1,18.2,1.40843182070819,1,33,"TX",4.80146e+11,2017,"Students absent 15 or more school dates during school year","M","-","-","-","8","-","16","3",27,"7","-","-"
"goodwatermontessorischool","TX","goodwatermontessorischool",300,0,3.3,0,4,25.3,59,8.7,0,3.7,0,78626,1,13449,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,"GOODWATER MONTESSORI SCHOOL",1,18.2,1.40843182070819,1,33,"TX",4.80146e+11,2017,"Students absent 15 or more school dates during school year","F","-","-","-","5","2","13","2",22,"3","-","1"
"grandrapidschilddiscoverycenter","MI","grandrapidschilddiscoverycenter",262,2,2,0,17.2,9.9,60.3,9,9,7.3,2,49503,0,1235,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"Grand Rapids Child Discovery Center",1,45.8,-0.343291802172565,1,80,"MI",260025201235,2017,"Students absent 15 or more school dates during school year","M","-","-","-","-","2.00","1","-",3,"1","-","-"
"grandrapidschilddiscoverycenter","MI","grandrapidschilddiscoverycenter",262,2,2,0,17.2,9.9,60.3,9,9,7.3,2,49503,0,1235,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"Grand Rapids Child Discovery Center",1,45.8,-0.343291802172565,1,80,"MI",260025201235,2017,"Students absent 15 or more school dates during school year","F","-","-","-","1.00","-","4","-",5,"1","-","1.00"
"grandrapidsmontessoripublicschool","MI","grandrapidspublicschools",480,1,2,0,21,17.7,49.4,9,4,9.8,0,49503,1,881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,"Grand Rapids Montessori Public School",1,56.9,-1.01997423610088,1,34,"MI",2.61644e+11,2017,"Students absent 15 or more school dates during school year","F","-","-","-","14","12","11","7",44,"6","-","4"
"grandrapidsmontessoripublicschool","MI","grandrapidspublicschools",480,1,2,0,21,17.7,49.4,9,4,9.8,0,49503,1,881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,"Grand Rapids Montessori Public School",1,56.9,-1.01997423610088,1,34,"MI",2.61644e+11,2017,"Students absent 15 or more school dates during school year","M","-","-","-","8","14","16","8",46,"10","2","-"
"gulfportmontessorielementaryschool","FL","pinellas",618,0.2,1.3,0,61.8,11,22.7,3.4,2,13.1,3.1,33803,1,1626,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"GULFPORT MONTESSORI ELEMENTARY SCHOOL",1,80.9,-0.933446187033333,1,35,"FL",1.20156e+11,2017,"Students absent 15 or more school dates during school year","M","-","-","-","9","53","19","5",86,"18","10","1"
"gulfportmontessorielementaryschool","FL","pinellas",618,0.2,1.3,0,61.8,11,22.7,3.4,2,13.1,3.1,33803,1,1626,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"GULFPORT MONTESSORI ELEMENTARY SCHOOL",1,80.9,-0.933446187033333,1,35,"FL",1.20156e+11,2017,"Students absent 15 or more school dates during school year","F","-","-","-","7","54","17","4",82,"8","4","1"
"haashallacademyjonescenter","AR","haashallacademy",155,1.9,6,0.6,3.2,19.4,60.6,7.7,7.1,0,5.2,72764,0,1640,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,"HAAS HALL ACADEMY JONES CENTER",1,5.2,-0.0289105240377436,1,37,"AR",50007801640,2017,"Students absent 15 or more school dates during school year","F","0","0","-","0","0","0","0",0,"-","0","-"
"haashallacademyjonescenter","AR","haashallacademy",155,1.9,6,0.6,3.2,19.4,60.6,7.7,7.1,0,5.2,72764,0,1640,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,"HAAS HALL ACADEMY JONES CENTER",1,5.2,-0.0289105240377436,1,37,"AR",50007801640,2017,"Students absent 15 or more school dates during school year","M","0","0","-","0","0","0","0",0,"-","0","-"
"hammondwestsidemontessori","LA","tangipahoaparish",1134,0.2,0.4,0,57,2.4,30,10.1,2.8,12.3,4.1,70403,1,1900,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Hammond Westside Montessori",1,56.3,-1.95538710157259,1,36,"LA",2.20168e+11,2017,"Students absent 15 or more school dates during school year","F","1","-","-","3","63","21","9",97,"12","5","2"
"hammondwestsidemontessori","LA","tangipahoaparish",1134,0.2,0.4,0,57,2.4,30,10.1,2.8,12.3,4.1,70403,1,1900,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Hammond Westside Montessori",1,56.3,-1.95538710157259,1,36,"LA",2.20168e+11,2017,"Students absent 15 or more school dates during school year","M","1","-","-","4","85","20","4",114,"24","15","2"
"harlingenschoolofhealthprofessions","TX","harlingencisd",414,0,2.2,0,0.2,89,8,0.5,1.4,0.7,2.4,78550,0,13014,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,"HARLINGEN SCHOOL OF HEALTH PROFESSIONS",1,57.5,-5.39204280859088,1,42,"TX",482253013014,2017,"Students absent 15 or more school dates during school year","F","-","-","-","12","-","1.00","-",13,"-","-","-"
"harlingenschoolofhealthprofessions","TX","harlingencisd",414,0,2.2,0,0.2,89,8,0.5,1.4,0.7,2.4,78550,0,13014,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,"HARLINGEN SCHOOL OF HEALTH PROFESSIONS",1,57.5,-5.39204280859088,1,42,"TX",482253013014,2017,"Students absent 15 or more school dates during school year","M","-","-","-","1","-","-","-",1,"-","-","-"
"hazelparkpreparatoryacademy","MN","st.paulpublicschooldistrict",661,0.5,32,0,41,16,5.9,4.5,25.6,12.1,1.4,55106,0,4457,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"HAZEL PARK PREPARATORY ACADEMY",1,81.2,-0.660654483246124,1,69,"MN",273384004457,2017,"Students absent 15 or more school dates during school year","F","1.00","3.00","-","11.00","52.00","1","4.00",72,"9.00","3.00","10.00"
"hazelparkpreparatoryacademy","MN","st.paulpublicschooldistrict",661,0.5,32,0,41,16,5.9,4.5,25.6,12.1,1.4,55106,0,4457,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"HAZEL PARK PREPARATORY ACADEMY",1,81.2,-0.660654483246124,1,69,"MN",273384004457,2017,"Students absent 15 or more school dates during school year","M","2.00","10.00","-","17.00","55.00","6","7.00",97,"22.00","-","9.00"
"hillcrestpdsmagnet","TX","wacoisd",430,0,0,0,19.8,54.2,22.6,3,9.3,5.8,5.8,76710,0,5048,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"HILLCREST PDS MAGNET",1,73.3,-0.318178499527865,1,45,"TX",484428005048,2017,"Students absent 15 or more school dates during school year","M","-","-","-","3","-","2","-",5,"2.00","-","-"
"hillcrestpdsmagnet","TX","wacoisd",430,0,0,0,19.8,54.2,22.6,3,9.3,5.8,5.8,76710,0,5048,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"HILLCREST PDS MAGNET",1,73.3,-0.318178499527865,1,45,"TX",484428005048,2017,"Students absent 15 or more school dates during school year","F","-","-","-","2","1.00","1","-",4,"-","-","-"
"hillviewmontessoricharterpublicschool","MA","hillviewmontessoricharterpublic(district)",298,0,1.3,0,5.4,19.8,69.5,4,7,17.1,5.4,1835,1,1846,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Hill View Montessori Charter Public School",1,18.2,1.22853934303659,1,37,"MA",2.50008e+11,2017,"Students absent 15 or more school dates during school year","M","-","-","-","1","0","0","1",2,"0","0","0"
"hillviewmontessoricharterpublicschool","MA","hillviewmontessoricharterpublic(district)",298,0,1.3,0,5.4,19.8,69.5,4,7,17.1,5.4,1835,1,1846,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Hill View Montessori Charter Public School",1,18.2,1.22853934303659,1,37,"MA",2.50008e+11,2017,"Students absent 15 or more school dates during school year","F","-","1","-","2","0","9","0",12,"2","1","0"
