"","schoolname","State","District","No.students","percAmericanIndian","percAsian","percHawaiian","percBlack","percHispanic","percWhite","More","Lep","percIdea","perc504","Zip","Montessori","SCHID","ps","kinder","first","second","third","fourth","fifth","sixth","seventh","eighth","nineth","tenth","eleventh","twelfth","magnet","charter","SCHOOL_NAME","title","FRLperc","distance","weights","subclass","Corporal.punishment_White","Corporal.punishment_Black","Corporal.punishment_Hispanic","Corporal.punishment_tot_dis","in.school.suspensions_White","in.school.suspensions_Black","in.school.suspensions_Hispanic","in.school.suspensions_tot_dis","only.one.out.of.school_White","only.one.out.of.school_Black","only.one.out.of.school_Hispanic","only.one.out.of.school_tot_dis","more.than.one.out.of.school_White","more.than.one.out.of.school_Black","more.than.one.out.of.school_Hispanic","more.than.one.out.of.school_tot_dis","Expulsions_White","Expulsions_Black","Expulsions_Hispanic","Expulsions_tot_dis","Transferred_White","Transferred_Black","Transferred_Hispanic","Transferred_tot_dis","Referral_White","Referral_Black","Referral_Hispanic","Referral_tot_dis","arrest_White","arrest_Black","arrest_Hispanic","arrest_tot_dis","Black_num","Hispanic_num","White_num","tot_OSSsus","tot_OSSRate","tot_ISSsus","tot_ISSRate","white_OSS_rate","black_OSS_rate","hispanic_OSS_rate","white_ISS_rate","black_ISS_rate","hispanic_ISS_rate","zeroISS","issP","zeroOSS"
"49","clevelandcourtelementaryschool","FL","polk",414,0,2,0,21,22,52.4,1.7,8,12,5.8,33803,0,1708,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"CLEVELAND COURT ELEMENTARY SCHOOL",1,46.9,-0.819387647907477,1,80,0,0,0,0,4,1,0,2,8,16,5,10,7,11,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,91,217,52,0.131645569620253,5,0.0126582278481013,0.0691244239631336,0.310344827586207,0.10989010989011,0.0184331797235023,0.0114942528735632,0,"nonZero",0.343729680421728,"nonZero"
"50","coleridge-taylormontessorielementary","KY","jeffersoncounty",606,0,0.7,0,71,2.5,22.8,3,0.2,13.7,3,40203,1,783,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"Coleridge-Taylor Montessori Elementary",1,75.7,-0.690791709225657,1,9,0,0,0,0,4,30,1,NA,0,22,2,NA,0,7,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,430,15,138,31,0.0531732418524871,35,0.0600343053173242,0,0.0674418604651163,0.133333333333333,0.0289855072463768,0.0697674418604651,0.0666666666666667,"nonZero",0.369913213805839,"nonZero"
"51","collinselementaryschool","MI","foresthillspublicschools",376,0,7.2,0,6.1,4.5,74.7,7.4,9,8.5,0.8,49546,0,5153,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Collins Elementary School",1,13.8,-0.896797799459214,1,65,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,281,1,0.00311526479750779,1,0.00311526479750779,0,0.0434782608695652,0,0,0.0434782608695652,0,"nonZero",0.326227428176485,"nonZero"
"52","commongroundhighschool","CT","commongroundhighschooldis",202,0,1.5,0,41.1,30.7,23.8,3,3.5,18,13.4,6515,0,807,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,"Common Ground High School",1,58.4,-1.6194883494901,1,73,0,0,0,0,1,2,2,0,0,3,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,62,48,8,0.0414507772020725,5,0.0259067357512953,0,0.0602409638554217,0.0483870967741935,0.0208333333333333,0.0240963855421687,0.032258064516129,"nonZero",0.426848620062657,"nonZero"
"53","comomontessori","TX","fortworthisd",320,0,2,0,41.9,46.3,7.8,1.9,20.6,10,7.5,76107,1,1845,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"COMO MONTESSORI",1,62.5,-1.55395846396851,1,10,0,0,0,0,0,1,0,NA,4,4,4,NA,0,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,134,148,25,15,0.0488599348534202,1,0.00325732899022801,0.16,0.0522388059701493,0.027027027027027,0,0.00746268656716418,0,"nonZero",0.629280753490519,"nonZero"
"54","coralreefmontessoriacademycharter","FL","dade",490,0,2.7,0,19,59,17.6,1.6,6.1,9.4,4,33170,1,3340,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"CORAL REEF MONTESSORI ACADEMY CHARTER",1,19.8,-0.0145425170390237,1,11,0,0,0,0,1,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,93,289,86,0,0,1,0.00213675213675214,0,0,0,0.0116279069767442,0,0,"nonZero",0.612668299052839,"zero"
"55","cornerstonemontessorielementary","MN","cornerstonemontessorielementary",137,0.7,6,0,14.6,15.3,50.4,13.1,8.8,14.6,1.5,55106,1,4523,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,"CORNERSTONE MONTESSORI ELEMENTARY",1,43.1,-0.329332947224685,1,12,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,20,21,69,0,0,0,0,0,0,0,0,0,0,"zero",0.575548991565449,"zero"
"56","countrysidemontessoriacademy","FL","pasco",326,0,9.8,0.3,5.2,20.2,58.9,5.5,1.5,6.4,7.7,34639,1,3916,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"COUNTRYSIDE MONTESSORI ACADEMY",1,13.2,-1.44091888892609,1,13,0,0,0,0,0,0,0,NA,4,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,17,66,192,5,0.0181818181818182,0,0,0.0208333333333333,0,0.0151515151515152,0,0,0,"zero",0.608240668811972,"nonZero"
"57","creativemontessoriacademy","MI","creativemontessoriacademy",805,0.1,4,0,27.5,15.4,47.6,5.2,8.1,0,0,48195,1,1445,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Creative Montessori Academy",1,51.9,0.679481009949379,1,14,0,0,0,0,0,0,0,NA,8,11,3,NA,8,6,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,221,124,383,36,0.0494505494505494,0,0,0.0417754569190601,0.0769230769230769,0.0241935483870968,0,0,0,"zero",0.601203561451944,"nonZero"
"58","crossroadsmontessori","MN","st.paulpublicschooldistrict",316,0,26,0,25.3,12.7,20.3,15.2,22,7.9,1,55117,1,2999,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"CROSSROADS MONTESSORI",1,62.5,-0.0572179293297181,1,15,0,0,0,0,1,2,3,NA,2,4,1,NA,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,80,40,64,9,0.0489130434782609,6,0.0326086956521739,0.03125,0.0625,0.05,0.015625,0.025,0.075,"nonZero",0.559473076717525,"nonZero"
"59","crossroadsscienceprogram","MN","st.paulpublicschooldistrict",336,0,31,0,40.2,5.7,12.2,11,26,16.1,5,55117,0,3000,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"CROSSROADS SCIENCE PROGRAM",1,78.3,-0.0136881864211262,1,85,0,0,0,0,2,5,0,5,2,13,2,7,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,19,41,26,0.133333333333333,7,0.0358974358974359,0.121951219512195,0.140740740740741,0.105263157894737,0.0487804878048781,0.037037037037037,0,"nonZero",0.307859418581142,"nonZero"
"60","cypressjunctionmontessori","FL","polk",159,0,1.9,0,10.7,15.7,69.8,1.9,0,6.3,7.5,33880,1,8572,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,"CYPRESS JUNCTION MONTESSORI",1,3.2,2.7397119696823,1,16,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,17,25,111,0,0,0,0,0,0,0,0,0,0,"zero",0.633447283986914,"zero"
"61","daggettmontessori","TX","fortworthisd",509,0,3,0,6.9,54.8,33.2,2.4,10.4,11.6,11.8,76110,1,9037,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"DAGGETT MONTESSORI",1,44.5,0.404352895796039,1,17,0,0,0,0,2,1,6,NA,1,2,8,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,35,279,169,12,0.0248447204968944,9,0.0186335403726708,0.00591715976331361,0.0571428571428571,0.032258064516129,0.0118343195266272,0.0285714285714286,0.021505376344086,"nonZero",0.521808421315649,"nonZero"
"62","dantealighierimontessorischool","MA","boston",95,0,1.1,0,2,58,34.7,4.2,51.6,10.5,0,2128,1,2835,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,"Dante Alighieri Montessori School",1,38,0.87624565601287,1,18,0,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,55,33,0,0,1,0.0111111111111111,0,0,0,0,0,0.0181818181818182,"nonZero",0.719320648264713,"zero"
"63","datermontessorielementaryschool","OH","cincinnaticity",802,0,0.7,0,42.8,1.6,45.9,9,6.7,17.8,7.5,45238,1,300,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,"Dater Montessori Elementary School",1,87.7,-0.861646475993016,1,19,0,0,0,0,3,18,0,NA,0,3,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,343,13,368,3,0.00414364640883978,21,0.0290055248618785,0,0.0087463556851312,0,0.00815217391304348,0.0524781341107872,0,"nonZero",0.258879775044308,"nonZero"
"64","davinciinstitutek8","MI","davinciinstitute",193,0,1,0,6.2,2.6,84.5,5.7,1,20.2,1,49202,0,1118,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Da Vinci Institute K8",1,94.3,-0.15802216011931,1,77,0,0,0,0,0,0,0,0,7,0,1,2,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,163,13,0.0722222222222222,0,0,0.0674846625766871,0.0833333333333333,0.2,0,0,0,"zero",0.352881547781719,"nonZero"
"65","davis21stcenturymagnetelementaryschool","CT","newhavenschooldistrict",511,1,0.8,0,59.7,16,19.2,3.5,0.8,12,1,6515,0,551,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"Davis 21st Century Magnet Elementary School",1,51.1,0.591874525912224,1,70,0,0,0,0,0,2,0,1,1,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,82,98,5,0.0103092783505155,2,0.00412371134020619,0.0102040816326531,0.0131147540983607,0,0,0.00655737704918033,0,"nonZero",0.295126558487783,"nonZero"
"66","delshireelementaryschool","OH","oakhillslocal",547,0,2.6,0,8,3.5,78.1,8,3.8,13.9,3.1,45238,0,2871,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Delshire Elementary School",1,50.5,-1.43637737869167,1,13,0,0,0,0,0,0,0,0,16,5,0,9,7,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,19,427,30,0.0612244897959184,0,0,0.053864168618267,0.159090909090909,0,0,0,0,"zero",0.245555725659799,"nonZero"
"67","denalimontessorielementary","AK","anchorageschooldistrict",426,7.7,5,6.1,3.5,13.8,43.9,19.5,6.3,16.4,3,99501,1,72,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"Denali Montessori Elementary",1,43,-1.51590057598559,1,20,0,0,0,0,4,2,3,NA,3,3,1,NA,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,15,59,187,9,0.0344827586206897,9,0.0344827586206897,0.0213903743315508,0.2,0.0338983050847458,0.0213903743315508,0.133333333333333,0.0508474576271186,"nonZero",0.393606262051228,"nonZero"
"68","denisonmontessorischool","CO","schooldistrictno.1inthecountyofdenverandstateofc",403,1,6.9,0,1,59.3,30,1.7,14.6,14,1,80219,1,1522,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"DENISON MONTESSORI SCHOOL",1,58.5,-2.45318771374419,1,21,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,239,121,0,0,0,0,0,0,0,0,0,0,"zero",0.546424372696454,"zero"
"69","dixiemontessoriacademy","UT","dixiemontessoriacademy",410,2,0,1.7,0.5,12.4,76.6,7.1,0.2,22,0,84780,1,1452,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,"Dixie Montessori Academy",1,39.1,-0.354159520581128,1,22,0,0,0,0,0,0,0,NA,1,0,0,NA,3,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,51,314,5,0.0136239782016349,0,0,0.0127388535031847,0.5,0,0,0,0,"zero",0.347034401675433,"nonZero"
"70","downtownmontessori","WI","downtownmontessoriagency",285,1.1,2.1,1.1,6,7.7,71.9,10.2,0,4.6,0,53207,1,2153,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Downtown Montessori",1,14,2.81977027100734,1,23,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,17,22,205,0,0,0,0,0,0,0,0,0,0,"zero",0.618959838067748,"zero"
"71","durhamel","TX","houstonisd",570,0,0.2,0,15.8,63.7,18.4,1.9,31.4,4.6,4.4,77018,0,2444,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"DURHAM EL",1,74.2,-0.855212735011638,1,59,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,363,105,1,0.0017921146953405,1,0.0017921146953405,0,0,0.00275482093663912,0,0.0111111111111111,0,"nonZero",0.496663518343765,"nonZero"
"72","dwightrichschoolofthearts","MI","lansingpublicschooldistrict",338,0,12.1,0,53.6,11.5,16,6,12.7,29.6,0,48911,0,8263,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"Dwight Rich School of the Arts",1,78.6,-0.232167371955284,1,32,0,0,0,0,0,0,0,0,8,21,4,13,2,30,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,39,54,73,0.266423357664234,0,0,0.185185185185185,0.281767955801105,0.307692307692308,0,0,0,"zero",0.162236215276446,"nonZero"
"73","earlylightacademyatdaybreak","UT","earlylightacademyatdaybreak",1002,0.2,2,1,1,9.6,82.4,4.2,0,17.6,1.5,84009,0,1268,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,"Early Light Academy at Daybreak",1,13.1,-1.210074572747,1,94,0,0,0,0,9,0,0,2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,96,826,5,0.00536480686695279,9,0.00965665236051502,0.00605326876513317,0,0,0.0108958837772397,0,0,"nonZero",0.13662167215721,"nonZero"
"74","eastfortworthmontessoriacademy","TX","eastfortworthmontessoriacademy",298,0,2,0,46.3,39.6,9.4,2.7,27.5,3.7,0.3,76103,1,9603,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"EAST FORT WORTH MONTESSORI ACADEMY",1,79.2,0.113319525671477,1,25,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,138,118,28,0,0,0,0,0,0,0,0,0,0,"zero",0.776874272301264,"zero"
"75","easttexasmontessoriprepacademy","TX","longviewisd",1020,0.1,0.6,0,41,45.4,9.7,3,29.7,3.6,0,75601,1,13422,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"EAST TEXAS MONTESSORI PREP ACADEMY",1,87.5,-1.23943572070012,1,26,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,418,463,99,0,0,0,0,0,0,0,0,0,0,"zero",0.598563985203425,"zero"
"76","elmagnetathays","TX","ectorcountyisd",409,0,1,0,7,71.4,18.6,2.4,15.2,2.4,0,79761,0,1581,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"EL MAGNET AT HAYS",1,36.4,-0.486795081521623,1,110,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,292,76,1,0.00251889168765743,1,0.00251889168765743,0.0131578947368421,0,0,0,0,0.00342465753424658,"nonZero",0.55005715130016,"nonZero"
"77","elmagnetatmilamel","TX","ectorcountyisd",517,0.4,0,0,4,81.6,12.6,0.8,20.9,6,0.4,79761,0,1585,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"EL MAGNET AT MILAM EL",1,49.9,-1.27191428624452,1,122,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,422,65,3,0.00590551181102362,1,0.00196850393700787,0.0153846153846154,0,0.004739336492891,0,0,0.0023696682464455,"nonZero",0.497623675776408,"nonZero"
"78","elmcitymontessorischool","CT","elmcitymontessorischooldistrict",171,0,0,0,43.9,28.1,23.4,4.7,2.9,2.9,1.8,6515,1,1683,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"Elm City Montessori School",1,38.2,1.26531797935843,1,27,0,0,0,0,2,6,0,NA,2,4,0,NA,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,75,48,40,8,0.049079754601227,8,0.049079754601227,0.05,0.08,0,0.05,0.08,0,"nonZero",0.75694530289678,"nonZero"
"79","endeavorcharteracademy","MI","endeavorcharteracademy",645,0.3,5.4,0,33.5,9.1,36.4,15.2,7,10.5,0.9,49037,0,1100,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Endeavor Charter Academy",1,81.3,-1.27879007805385,1,39,0,0,0,0,7,11,1,3,13,27,5,8,15,25,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,59,235,91,0.17843137254902,19,0.0372549019607843,0.119148936170213,0.240740740740741,0.186440677966102,0.0297872340425532,0.0509259259259259,0.0169491525423729,"nonZero",0.385796405234249,"nonZero"
"80","enterpriseelemschool","IL","decatursd61",264,0,1.1,0,37.9,0.4,41.3,19.3,0.8,15.9,0.8,62521,0,1403,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,"Enterprise Elem School",1,65.8,0.0629233272868537,1,114,0,0,0,0,12,15,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,109,3,0.0142857142857143,27,0.128571428571429,0.018348623853211,0.01,0,0.110091743119266,0.15,0,"nonZero",0.291141637409978,"nonZero"
"81","environmentalsciencesmagnetathookerschool","CT","hartfordschooldistrict",613,0.5,5.1,0,9.5,59.2,22.7,3.1,8.8,10.1,4.7,6106,0,366,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"Environmental Sciences Magnet at Hooker School",1,71.1,-0.00052769403969033,1,43,0,0,0,0,4,1,15,5,0,0,4,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,363,139,8,0.0142857142857143,20,0.0357142857142857,0,0.0172413793103448,0.0192837465564738,0.0287769784172662,0.0172413793103448,0.0413223140495868,"nonZero",0.383449693352931,"nonZero"
"82","erwinmontessori","NC","guilfordcountyschools",309,0,1,0,79.6,11.7,7.1,1,7.1,10.7,1,27405,1,769,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"Erwin Montessori",1,62.9,0.0263996384920557,1,28,0,0,0,0,0,0,0,NA,0,1,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,246,36,22,1,0.00328947368421053,0,0,0,0.0040650406504065,0,0,0,0,"zero",0.521603967213426,"nonZero"
"83","eugeniomariadehostosmicrosocietyschool","NY","yonkerscityschooldistrict",589,0.2,3.1,0,7.6,83.2,5.4,0.5,20.4,10.4,0.2,10705,0,4263,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"EUGENIO MARIA DE HOSTOS MICROSOCIETY SCHOOL",1,82,-1.20166394654814,1,45,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,490,32,5,0.00881834215167548,0,0,0,0,0.0102040816326531,0,0,0,"zero",0.452942066435509,"nonZero"
"84","fairviewelementary2","AK","anchorageschooldistrict",412,12.1,8,26.5,20.1,15,10,8.5,36.9,12.1,1,99501,0,76,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"Fairview Elementary",1,100,-2.75142128649546,1,100,0,0,0,0,2,46,12,18,4,23,4,8,2,6,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,62,41,41,0.220430107526882,60,0.32258064516129,0.146341463414634,0.349397590361446,0.0967741935483871,0.0487804878048781,0.55421686746988,0.193548387096774,"nonZero",0.424306189475511,"nonZero"
"85","familyschool32","NY","yonkerscityschooldistrict",588,0.5,5.3,0.2,16.8,56,19.9,1.4,10.7,27.7,0.2,10710,0,1077,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"FAMILY SCHOOL 32",1,66.5,-1.23643787161067,1,82,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,329,117,3,0.0055045871559633,0,0,0,0,0.00911854103343465,0,0,0,"zero",0.168491086127834,"nonZero"
"86","farnsworthaerospacelower","MN","st.paulpublicschooldistrict",519,0.6,71,0,10.8,8.7,5.8,3.1,60.7,7.1,1.9,55106,0,1172,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,"FARNSWORTH AEROSPACE LOWER",1,79.3,-1.30106944069136,1,102,0,0,0,0,2,0,0,2,0,7,0,3,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,45,30,18,0.137404580152672,2,0.0152671755725191,0.133333333333333,0.196428571428571,0.0666666666666667,0.0666666666666667,0,0,"nonZero",0.39587468464753,"nonZero"
"87","fernwoodmontessori","WI","milwaukeeschooldistrict",783,1,1.4,0.1,4.1,22.5,65.5,5.4,0.1,12.8,2.3,53207,1,1160,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Fernwood Montessori",1,23.5,-1.03318611487942,1,29,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,32,176,513,0,0,0,0,0,0,0,0,0,0,"zero",0.316465390214546,"zero"
"88","firststatemontessoriacademy","DE","firststatemontessoriacademy",509,1,4,1,18.5,3.7,70.9,0.8,2,13.8,7.7,19801,1,362,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,"First State Montessori Academy",1,13.8,1.41073065630292,1,30,0,0,0,0,2,3,0,NA,8,8,0,NA,3,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,94,19,361,21,0.0443037974683544,5,0.0105485232067511,0.0304709141274238,0.106382978723404,0,0.00554016620498615,0.0319148936170213,0,"nonZero",0.396912241540755,"nonZero"
"89","fostertraditionalacademy","KY","jeffersoncounty",580,0.2,0,0,88.6,3.1,5.2,2.9,0.2,10.7,1.2,40211,0,745,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"Foster Traditional Academy",1,84.9,-0.990743937840265,1,91,0,0,0,0,2,30,2,11,1,21,0,5,0,14,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,18,30,37,0.0658362989323843,34,0.0604982206405694,0.0333333333333333,0.0680933852140078,0.0555555555555556,0.0666666666666667,0.0583657587548638,0.111111111111111,"nonZero",0.317384659244443,"nonZero"
"90","fourcornersmontessoriacademy","MI","fourcornersmontessoriacademy",471,0.2,5.1,0,20.4,5.3,67.5,1.1,0.6,10,0,48071,1,7979,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Four Corners Montessori Academy",1,32.7,1.8062849766777,1,31,0,0,0,0,1,0,0,NA,4,3,1,NA,3,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,96,25,318,14,0.0318906605922551,1,0.00227790432801822,0.0220125786163522,0.0625,0.04,0.00314465408805031,0,0,"nonZero",0.496808311753924,"nonZero"
"91","fourseasonselementary","MN","st.paulpublicschooldistrict",497,0.2,20.7,0,42,14,14.1,9.1,36.8,14.9,1.8,55104,0,2671,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"FOUR SEASONS ELEMENTARY",1,84.2,-1.08151316849461,1,33,0,0,0,0,0,2,0,1,0,12,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,70,70,15,0.0429799426934097,2,0.00573065902578797,0,0.0717703349282297,0,0,0.00956937799043062,0,"nonZero",0.296891933142285,"nonZero"
"92","franke.brighamacademy","FL","polk",546,0,3.3,0,22,20.5,49.6,4,3,2.7,6.2,33880,0,1728,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"FRANK E. BRIGHAM ACADEMY",1,37.8,0.863152743253847,1,5,0,0,0,0,0,0,0,0,0,8,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,112,271,16,0.0318091451292246,0,0,0,0.116666666666667,0.0178571428571429,0,0,0,"zero",0.39160807516597,"nonZero"
"93","franklinphoneticprimaryschool","AZ","franklinphoneticprimaryschoolinc.1",461,0.2,2,0.2,0.4,23,71,3.3,4,26.9,0.7,86314,0,1075,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Franklin Phonetic Primary School",1,48.7,-0.89806148100816,1,12,0,0,0,0,1,1,5,6,14,1,5,4,5,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,106,327,30,0.0689655172413793,7,0.0160919540229885,0.0581039755351682,1,0.0849056603773585,0.00305810397553517,0.5,0.0471698113207547,"nonZero",0.194085848425483,"nonZero"
"94","gardenoaksmontessori","TX","houstonisd",822,0.4,1,0.2,4.5,56.1,32.6,5.2,23.4,7.8,10.5,77018,1,2463,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"GARDEN OAKS MONTESSORI",1,46.4,0.859334079934487,1,32,0,0,0,0,0,1,13,NA,0,0,3,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,37,461,268,3,0.00391644908616188,14,0.0182767624020888,0,0,0.00650759219088937,0,0.027027027027027,0.0281995661605206,"nonZero",0.445121383881286,"nonZero"
"95","garfieldmontessorischool","IL","decatursd61",357,0.3,1.1,0,24.6,0.6,60.5,12.9,0,12.6,0.3,62521,1,1398,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"Garfield Montessori School",1,37.5,1.46605190692608,1,34,0,0,0,0,15,7,0,NA,0,6,0,NA,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,88,2,216,8,0.0261437908496732,22,0.0718954248366013,0.00462962962962963,0.0795454545454545,0,0.0694444444444444,0.0795454545454545,0,"nonZero",0.391391654297718,"nonZero"
"96","georgebannermandealeyinternationalacademy(ms)","TX","dallasindependentschooldistrict",170,0,8.8,0,9.4,38,37.1,6.5,4.1,2.4,10.6,75230,0,7854,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,"GEORGE BANNERMAN DEALEY INTERNATIONAL ACADEMY",1,47.1,-0.727791618648484,1,28,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,65,63,6,0.0416666666666667,0,0,0.0317460317460317,0.125,0.0307692307692308,0,0,0,"zero",0.568743649364463,"nonZero"
